stratum,domain,target,method,records,DOI_groups,R2,MAE,RMSE,bias,inferential_status
Feature OOD >95th percentile,Mixed Pb-Sn,Jsc,Subgroup calibrator,18,9,-2.4038930298184122,5.14694066164866,6.010250970139875,-5.037605153875272,descriptive only
Feature OOD >95th percentile,Mixed Pb-Sn,FF,Subgroup calibrator,18,9,-0.3654276672418011,7.860828587633382,9.310112307222411,-6.413296378932284,descriptive only
Feature OOD >95th percentile,Mixed Pb-Sn,PCE,Domain expert,18,9,-0.23560273643136753,3.8090448573163442,4.550030484533309,-2.4751066909386505,descriptive only
Feature OOD >95th percentile,Mixed Pb-Sn,Voc,Domain expert,18,9,-0.09760648199107602,0.10361139127748627,0.13153136686942,0.005618221170713967,descriptive only
Feature OOD >95th percentile,Mixed Pb-Sn,Jsc,Domain expert,18,9,-1.1775762747156366,3.8625102066232415,4.807190619061654,-3.767968769029555,descriptive only
Feature OOD >95th percentile,Mixed Pb-Sn,FF,Domain expert,18,9,-0.8435687965648537,8.43366245005767,10.818081401587198,-6.861786012860039,descriptive only
Feature OOD >95th percentile,Mixed Pb-Sn,PCE,Convex mixture,18,9,0.2561965630792856,3.048470956370145,3.530237842335647,-1.8302868574424538,descriptive only
Feature OOD >95th percentile,Mixed Pb-Sn,Voc,Convex mixture,18,9,-0.7914494209952501,0.1338470603674419,0.16803829922683153,0.09724425929015099,descriptive only
Feature OOD >95th percentile,Mixed Pb-Sn,Jsc,Convex mixture,18,9,-2.4038930298184122,5.14694066164866,6.010250970139875,-5.037605153875272,descriptive only
Feature OOD >95th percentile,Mixed Pb-Sn,FF,Convex mixture,18,9,-0.3654276672418011,7.860828587633382,9.310112307222411,-6.413296378932284,descriptive only
Feature OOD >95th percentile,Mixed Pb-Sn,PCE,Development-selected policy,18,9,0.2561965630792856,3.048470956370145,3.530237842335647,-1.8302868574424538,descriptive only
Feature OOD >95th percentile,Mixed Pb-Sn,Voc,Development-selected policy,18,9,-0.7914494209952501,0.1338470603674419,0.16803829922683153,0.09724425929015099,descriptive only
Feature OOD >95th percentile,Mixed Pb-Sn,Jsc,Development-selected policy,18,9,-2.4038930298184122,5.14694066164866,6.010250970139875,-5.037605153875272,descriptive only
Feature OOD >95th percentile,Mixed Pb-Sn,FF,Development-selected policy,18,9,-0.3654276672418011,7.860828587633382,9.310112307222411,-6.413296378932284,descriptive only
