stratum,domain,target,method,records,DOI_groups,R2,MAE,RMSE,bias,inferential_status
Formula seen historically,Mixed Pb-Sn,PCE,Frozen global,64,17,0.07544394537394017,3.0604866845575853,3.749141973098408,-1.7854742303049536,descriptive only
Formula seen historically,Mixed Pb-Sn,Voc,Frozen global,64,17,-0.5376007011354322,0.09682387484863146,0.14112294017493665,0.05090704253247997,descriptive only
Formula seen historically,Mixed Pb-Sn,Jsc,Frozen global,64,17,-1.1892164553428763,4.5132268759846745,5.033219882589612,-3.993675641971051,descriptive only
Formula seen historically,Mixed Pb-Sn,FF,Frozen global,64,17,-0.2857940598462432,6.116854139924278,7.539093391232006,-3.6292401516762927,descriptive only
Formula seen historically,Mixed Pb-Sn,PCE,Subgroup calibrator,64,17,0.07544394537394017,3.0604866845575853,3.749141973098408,-1.7854742303049536,descriptive only
Formula seen historically,Mixed Pb-Sn,Voc,Subgroup calibrator,64,17,-0.5376007011354322,0.09682387484863146,0.14112294017493665,0.05090704253247997,descriptive only
Formula seen historically,Mixed Pb-Sn,Jsc,Subgroup calibrator,64,17,-1.1892164553428763,4.5132268759846745,5.033219882589612,-3.993675641971051,descriptive only
Formula seen historically,Mixed Pb-Sn,FF,Subgroup calibrator,64,17,-0.2857940598462432,6.116854139924278,7.539093391232006,-3.6292401516762927,descriptive only
Formula seen historically,Mixed Pb-Sn,PCE,Domain expert,64,17,-0.13829682051219305,3.3722391772851275,4.159997068217235,-2.0384824676360567,descriptive only
Formula seen historically,Mixed Pb-Sn,Voc,Domain expert,64,17,-0.0031479858320799803,0.07974154296352876,0.11398779025705198,0.019390568539645846,descriptive only
Formula seen historically,Mixed Pb-Sn,Jsc,Domain expert,64,17,-0.7165115951210392,4.015916089983335,4.456818234389462,-3.569589301842498,descriptive only
Formula seen historically,Mixed Pb-Sn,FF,Domain expert,64,17,-0.37113250609135484,6.369182301099837,7.785260145821253,-3.678395196724125,descriptive only
Formula seen historically,Mixed Pb-Sn,PCE,Convex mixture,64,17,0.07544394537394017,3.0604866845575853,3.749141973098408,-1.7854742303049536,descriptive only
Formula seen historically,Mixed Pb-Sn,Voc,Convex mixture,64,17,-0.5376007011354322,0.09682387484863146,0.14112294017493665,0.05090704253247997,descriptive only
Formula seen historically,Mixed Pb-Sn,Jsc,Convex mixture,64,17,-1.1892164553428763,4.5132268759846745,5.033219882589612,-3.993675641971051,descriptive only
Formula seen historically,Mixed Pb-Sn,FF,Convex mixture,64,17,-0.2857940598462432,6.116854139924278,7.539093391232006,-3.6292401516762927,descriptive only
Formula seen historically,Mixed Pb-Sn,PCE,Development-selected policy,64,17,0.07544394537394017,3.0604866845575853,3.749141973098408,-1.7854742303049536,descriptive only
Formula seen historically,Mixed Pb-Sn,Voc,Development-selected policy,64,17,-0.5376007011354322,0.09682387484863146,0.14112294017493665,0.05090704253247997,descriptive only
Formula seen historically,Mixed Pb-Sn,Jsc,Development-selected policy,64,17,-1.1892164553428763,4.5132268759846745,5.033219882589612,-3.993675641971051,descriptive only
Formula seen historically,Mixed Pb-Sn,FF,Development-selected policy,64,17,-0.2857940598462432,6.116854139924278,7.539093391232006,-3.6292401516762927,descriptive only
Formula unseen historically,Sn-only,PCE,Frozen global,39,11,0.2204538637566762,2.0523850348029207,2.703499288102796,-1.1341795564654022,descriptive only
Formula unseen historically,Sn-only,Voc,Frozen global,39,11,-0.2780021222315867,0.11627662840089963,0.14775197439636006,-0.07117704512748062,descriptive only
Formula unseen historically,Sn-only,Jsc,Frozen global,39,11,-0.06983334751793135,5.809891228773977,7.880938202865608,-1.1624155977920092,descriptive only
Formula unseen historically,Sn-only,FF,Frozen global,39,11,0.27093618909168715,9.748934061056497,11.57360243236878,-3.800265726430057,descriptive only
Formula unseen historically,Sn-only,PCE,Subgroup calibrator,39,11,0.2204538637566762,2.0523850348029207,2.703499288102796,-1.1341795564654022,descriptive only
Formula unseen historically,Sn-only,Voc,Subgroup calibrator,39,11,-0.2780021222315867,0.11627662840089963,0.14775197439636006,-0.07117704512748062,descriptive only
Formula unseen historically,Sn-only,Jsc,Subgroup calibrator,39,11,-0.06983334751793135,5.809891228773977,7.880938202865608,-1.1624155977920092,descriptive only
