comparison_type,target,unit,domain_type,domain,comparison,metric,estimate,CI_low,CI_high,CI_excludes_zero,domain_DOI,reference_DOI,inferential_eligible
Chronological minus DOI-grouped on identical future records,PCE,percentage point,Sn presence,Sn absent,chronological - DOI-grouped,mean_feature_OOD_percentile,0.04125318192800642,0.03602264508443827,0.04669466730442978,True,1685,1685,True
Chronological minus DOI-grouped on identical future records,PCE,percentage point,Sn presence,Sn absent,chronological - DOI-grouped,high_feature_OOD_fraction,0.054857830057432194,0.04461462639126075,0.06654687130308329,True,1685,1685,True
Chronological minus DOI-grouped on identical future records,PCE,percentage point,Sn presence,Sn absent,chronological - DOI-grouped,coverage_90,0.0042857680175093504,-0.0022186910349500156,0.01115140019355762,False,1685,1685,True
Chronological minus DOI-grouped on identical future records,PCE,percentage point,Sn presence,Sn absent,chronological - DOI-grouped,interval_90_mean_width,0.8298814378738246,0.7235772532111523,0.9408607273887115,True,1685,1685,True
Chronological minus DOI-grouped on identical future records,PCE,percentage point,Sn presence,Sn present,chronological - DOI-grouped,MAE,0.3096464513554027,0.044586888724910026,0.5654654767178063,True,55,55,True
Chronological minus DOI-grouped on identical future records,PCE,percentage point,Sn presence,Sn present,chronological - DOI-grouped,bias,-0.7986940577747949,-1.103463360295585,-0.46733322943063715,True,55,55,True
Chronological minus DOI-grouped on identical future records,PCE,percentage point,Sn presence,Sn present,chronological - DOI-grouped,RMSE,0.08989805299281528,-0.44571543272556163,0.6242764581976166,False,55,55,True
Chronological minus DOI-grouped on identical future records,PCE,percentage point,Sn presence,Sn present,chronological - DOI-grouped,R2,-0.018037053507719225,-0.12041910158321081,0.09739195967883948,False,55,55,True
Chronological minus DOI-grouped on identical future records,PCE,percentage point,Sn presence,Sn present,chronological - DOI-grouped,mean_feature_OOD_percentile,0.038122452600029666,0.020372460458496895,0.05830836776622514,True,55,55,True
Chronological minus DOI-grouped on identical future records,PCE,percentage point,Sn presence,Sn present,chronological - DOI-grouped,high_feature_OOD_fraction,0.10626262626262628,0.024783333333333303,0.20227083333333332,True,55,55,True
Chronological minus DOI-grouped on identical future records,PCE,percentage point,Sn presence,Sn present,chronological - DOI-grouped,coverage_90,-0.013751147842056999,-0.07328418945333587,0.04310208333333322,False,55,55,True
Chronological minus DOI-grouped on identical future records,PCE,percentage point,Sn presence,Sn present,chronological - DOI-grouped,interval_90_mean_width,-0.014037012577302832,-0.494772747801022,0.470963332718368,False,55,55,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA (no MA/Cs),FA (no MA/Cs) - MA (no FA/Cs),MAE,-0.07664815590825791,-0.6301369504845385,0.4821049204835995,False,62,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA (no MA/Cs),FA (no MA/Cs) - MA (no FA/Cs),bias,-0.6798507232944647,-1.556763197954252,0.187583584442118,False,62,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA (no MA/Cs),FA (no MA/Cs) - MA (no FA/Cs),RMSE,-0.002154720226045015,-0.700159438884266,0.6366799192788297,False,62,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA (no MA/Cs),FA (no MA/Cs) - MA (no FA/Cs),R2,0.1531090777495987,-0.01103988141563201,0.29821197136048533,False,62,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA (no MA/Cs),FA (no MA/Cs) - MA (no FA/Cs),mean_feature_OOD_percentile,0.2834683522426157,0.24713658630141172,0.3235899084961289,True,62,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA (no MA/Cs),FA (no MA/Cs) - MA (no FA/Cs),high_feature_OOD_fraction,0.26790102499438445,0.16326048663988268,0.3899739133566919,True,62,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA (no MA/Cs),FA (no MA/Cs) - MA (no FA/Cs),coverage_90,0.013859844959726364,-0.046342061474988094,0.06744914614512261,False,62,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA (no MA/Cs),FA (no MA/Cs) - MA (no FA/Cs),interval_90_mean_width,1.2699421748244557,0.058877780604462894,2.558558789350759,True,62,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,Cs (no FA/MA),Cs (no FA/MA) - MA (no FA/Cs),MAE,-0.45889363072041567,-0.752768201535436,-0.17861236167028202,True,174,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,Cs (no FA/MA),Cs (no FA/MA) - MA (no FA/Cs),bias,-0.9118929388653293,-1.350481722099636,-0.47000444286779636,True,174,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,Cs (no FA/MA),Cs (no FA/MA) - MA (no FA/Cs),RMSE,-0.6556899104742318,-1.0076287025022512,-0.32345978014528254,True,174,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,Cs (no FA/MA),Cs (no FA/MA) - MA (no FA/Cs),R2,0.07551319047424943,-0.07846222319558294,0.20407879055877867,False,174,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,Cs (no FA/MA),Cs (no FA/MA) - MA (no FA/Cs),mean_feature_OOD_percentile,0.3632450471566453,0.339505608987391,0.38662635656596994,True,174,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,Cs (no FA/MA),Cs (no FA/MA) - MA (no FA/Cs),high_feature_OOD_fraction,0.4225408919747606,0.35314826329218724,0.4916643039295065,True,174,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,Cs (no FA/MA),Cs (no FA/MA) - MA (no FA/Cs),coverage_90,0.06020852316324321,0.03645398417640573,0.08548293167638954,True,174,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,Cs (no FA/MA),Cs (no FA/MA) - MA (no FA/Cs),interval_90_mean_width,-0.333729594473434,-0.9408003153059811,0.24860785103485022,False,174,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+MA,FA+MA - MA (no FA/Cs),MAE,-0.2999312189920489,-0.5217053007567027,-0.05286059008169571,True,255,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+MA,FA+MA - MA (no FA/Cs),bias,-0.42545516374007264,-0.8422819096116092,0.04876080871056057,False,255,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+MA,FA+MA - MA (no FA/Cs),RMSE,-0.3881844414310458,-0.6692943787373903,-0.10857195774312965,True,255,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+MA,FA+MA - MA (no FA/Cs),R2,-0.08420664010741585,-0.25848988451924837,0.06461509589872737,False,255,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+MA,FA+MA - MA (no FA/Cs),mean_feature_OOD_percentile,0.11583303396014688,0.08102570288785205,0.14966936813949358,True,255,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+MA,FA+MA - MA (no FA/Cs),high_feature_OOD_fraction,0.022645110763138146,-0.01903231650155493,0.06414456533596245,False,255,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+MA,FA+MA - MA (no FA/Cs),coverage_90,0.030194800502461594,0.002842334600729418,0.057006318402548724,True,255,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+MA,FA+MA - MA (no FA/Cs),interval_90_mean_width,-0.4018609738344079,-0.8395029485455885,0.0459458447329037,False,255,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+Cs,FA+Cs - MA (no FA/Cs),MAE,-0.0094509903851967,-0.44347644563806693,0.4285711298182713,False,72,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+Cs,FA+Cs - MA (no FA/Cs),bias,-0.39546758273577487,-1.1760999564104564,0.371002962774985,False,72,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+Cs,FA+Cs - MA (no FA/Cs),RMSE,-0.1389798584072537,-0.6529439296296113,0.3752539893735797,False,72,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+Cs,FA+Cs - MA (no FA/Cs),R2,-0.18915757990646154,-0.5396121551195058,0.030862911709889033,False,72,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+Cs,FA+Cs - MA (no FA/Cs),mean_feature_OOD_percentile,0.2538912903236382,0.2084162375631121,0.30011182355640675,True,72,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+Cs,FA+Cs - MA (no FA/Cs),high_feature_OOD_fraction,0.12658463529089797,0.03799646718891778,0.22288548048233028,True,72,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+Cs,FA+Cs - MA (no FA/Cs),coverage_90,0.027624055162108307,-0.022057779272869383,0.07373921622946963,False,72,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+Cs,FA+Cs - MA (no FA/Cs),interval_90_mean_width,1.1695555055477467,0.31400295414750573,2.2202794173034155,True,72,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,MA+Cs,MA+Cs - MA (no FA/Cs),MAE,-0.038894437182806385,-1.2589609424398902,1.3121534999813216,False,15,928,False
Within chronological cohort,PCE,percentage point,A-site pattern,MA+Cs,MA+Cs - MA (no FA/Cs),bias,-1.4401161393078938,-3.136450914530832,0.12493064635619275,False,15,928,False
Within chronological cohort,PCE,percentage point,A-site pattern,MA+Cs,MA+Cs - MA (no FA/Cs),RMSE,0.037061184215949616,-1.3755033654295858,1.2361881375926498,False,15,928,False
Within chronological cohort,PCE,percentage point,A-site pattern,MA+Cs,MA+Cs - MA (no FA/Cs),R2,-0.9858032774554986,-3.3756097980164093,-0.07771037438259981,True,15,928,False
Within chronological cohort,PCE,percentage point,A-site pattern,MA+Cs,MA+Cs - MA (no FA/Cs),mean_feature_OOD_percentile,0.15517273970693268,0.062388299193463725,0.24021015575325394,True,15,928,False
Within chronological cohort,PCE,percentage point,A-site pattern,MA+Cs,MA+Cs - MA (no FA/Cs),high_feature_OOD_fraction,-0.028970920264657585,-0.10775134452391613,0.1346747617942894,False,15,928,False
Within chronological cohort,PCE,percentage point,A-site pattern,MA+Cs,MA+Cs - MA (no FA/Cs),coverage_90,0.09066417861889864,0.062105303021822995,0.1140635332850529,True,15,928,False
Within chronological cohort,PCE,percentage point,A-site pattern,MA+Cs,MA+Cs - MA (no FA/Cs),interval_90_mean_width,2.3839788045176373,0.9161673039920136,3.9526159682610493,True,15,928,False
Within chronological cohort,PCE,percentage point,A-site pattern,FA+MA+Cs,FA+MA+Cs - MA (no FA/Cs),MAE,-0.26417222180716804,-0.5021954288270679,-0.013785359874320422,True,342,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+MA+Cs,FA+MA+Cs - MA (no FA/Cs),bias,0.2185664853214283,-0.20493070227305135,0.6758161714608825,False,342,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+MA+Cs,FA+MA+Cs - MA (no FA/Cs),RMSE,-0.1576186652762055,-0.48694890691456616,0.17032481140036215,False,342,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+MA+Cs,FA+MA+Cs - MA (no FA/Cs),R2,-0.19204111302580917,-0.3047325848349696,-0.08295984456506285,True,342,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+MA+Cs,FA+MA+Cs - MA (no FA/Cs),mean_feature_OOD_percentile,0.010035247290161808,-0.022653633911565232,0.045521753502748334,False,342,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+MA+Cs,FA+MA+Cs - MA (no FA/Cs),high_feature_OOD_fraction,0.010460992851466053,-0.025894422541736285,0.0477050896333508,False,342,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+MA+Cs,FA+MA+Cs - MA (no FA/Cs),coverage_90,0.0034906674322295883,-0.025328803186363685,0.030518435262856292,False,342,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,FA+MA+Cs,FA+MA+Cs - MA (no FA/Cs),interval_90_mean_width,-1.4414675709249813,-1.876145101656915,-1.01320417600064,True,342,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,Other/unknown,Other/unknown - MA (no FA/Cs),MAE,0.09841227837380817,-1.346482139598183,1.6477674504975803,False,25,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,Other/unknown,Other/unknown - MA (no FA/Cs),bias,1.550594813649292,-0.4828687743921286,3.3561905282604747,False,25,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,Other/unknown,Other/unknown - MA (no FA/Cs),RMSE,0.918832355654625,-1.0807299145811395,2.7150563980358458,False,25,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,Other/unknown,Other/unknown - MA (no FA/Cs),R2,-0.0058700267260595185,-2.343511996774122,0.2029180862735561,False,25,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,Other/unknown,Other/unknown - MA (no FA/Cs),mean_feature_OOD_percentile,0.42155839195380107,0.39548433580948317,0.44673188210907405,True,25,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,Other/unknown,Other/unknown - MA (no FA/Cs),high_feature_OOD_fraction,0.7710290797353423,0.6397021646625238,0.8832189471837539,True,25,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,Other/unknown,Other/unknown - MA (no FA/Cs),coverage_90,0.048441956396676256,-0.045333305658102764,0.10958259996336067,False,25,928,True
Within chronological cohort,PCE,percentage point,A-site pattern,Other/unknown,Other/unknown - MA (no FA/Cs),interval_90_mean_width,2.0229132186030725,-1.16086479145681,4.874588639561677,False,25,928,True
Within chronological cohort,PCE,percentage point,B-site pattern,Sn (no Pb),Sn (no Pb) - Pb (no Sn),MAE,-1.2151322897695063,-1.5893322807547163,-0.7863415975849398,True,30,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Sn (no Pb),Sn (no Pb) - Pb (no Sn),bias,-0.034021353120566644,-0.7520647966888302,0.6834919997989861,False,30,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Sn (no Pb),Sn (no Pb) - Pb (no Sn),RMSE,-1.579343819328979,-2.0610128750473584,-1.1003647561759926,True,30,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Sn (no Pb),Sn (no Pb) - Pb (no Sn),R2,-0.08693675601092421,-0.49057722950152266,0.1321047500548993,False,30,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Sn (no Pb),Sn (no Pb) - Pb (no Sn),mean_feature_OOD_percentile,0.3198040584704194,0.2868246406421046,0.35069373567683904,True,30,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Sn (no Pb),Sn (no Pb) - Pb (no Sn),high_feature_OOD_fraction,0.4802399738718477,0.3113343979549365,0.6472943639142641,True,30,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Sn (no Pb),Sn (no Pb) - Pb (no Sn),coverage_90,0.007391947713923819,-0.08513046933843083,0.0816843018281797,False,30,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Sn (no Pb),Sn (no Pb) - Pb (no Sn),interval_90_mean_width,-4.026044709150964,-4.764894797863777,-3.231794983100883,True,30,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Pb+Sn,Pb+Sn - Pb (no Sn),MAE,0.6384933406435991,-0.24482791463167455,1.5467276769955318,False,25,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Pb+Sn,Pb+Sn - Pb (no Sn),bias,-1.358153947050154,-2.607482226518623,-0.0902811857391202,True,25,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Pb+Sn,Pb+Sn - Pb (no Sn),RMSE,0.5976007365392659,-0.40408059451588946,1.5518273774376763,False,25,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Pb+Sn,Pb+Sn - Pb (no Sn),R2,-0.3920737543899997,-1.1606393473443863,-0.06843628856405902,True,25,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Pb+Sn,Pb+Sn - Pb (no Sn),mean_feature_OOD_percentile,0.2623487720824049,0.2244047836615343,0.29903553520517256,True,25,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Pb+Sn,Pb+Sn - Pb (no Sn),high_feature_OOD_fraction,0.13676522639710026,-0.013703415943527902,0.3164140229650586,False,25,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Pb+Sn,Pb+Sn - Pb (no Sn),coverage_90,-0.01171916339718726,-0.10542280385770426,0.06768993226113705,False,25,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Pb+Sn,Pb+Sn - Pb (no Sn),interval_90_mean_width,1.927400576359826,0.5607122700338862,3.575040669294669,True,25,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Other/unknown,Other/unknown - Pb (no Sn),MAE,-2.024032423912912,-2.772083164613398,-0.6653670344619244,True,25,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Other/unknown,Other/unknown - Pb (no Sn),bias,0.4339382129441597,-0.9401412971647538,1.255534684760034,False,25,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Other/unknown,Other/unknown - Pb (no Sn),RMSE,-0.8763388159694068,-3.4804510934132806,1.5651201857435573,False,25,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Other/unknown,Other/unknown - Pb (no Sn),R2,0.2499697379894168,-0.5969705852903122,0.2871853011661158,False,25,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Other/unknown,Other/unknown - Pb (no Sn),mean_feature_OOD_percentile,0.344221136778453,0.310883935899408,0.3734947792875929,True,25,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Other/unknown,Other/unknown - Pb (no Sn),high_feature_OOD_fraction,0.6383207819526558,0.47749671530962606,0.7914211771392694,True,25,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Other/unknown,Other/unknown - Pb (no Sn),coverage_90,0.050725281047257154,-0.04028631105942005,0.09848123001067272,False,25,1660,True
Within chronological cohort,PCE,percentage point,B-site pattern,Other/unknown,Other/unknown - Pb (no Sn),interval_90_mean_width,-5.3270920792766425,-6.157347684955129,-3.757456715934337,True,25,1660,True
Presence contrast within chronological cohort,PCE,percentage point,FA presence,FA present,FA present - absent,MAE,-0.18037412117751472,-0.34194285495225857,-0.004245821329194451,True,685,1124,True
Presence contrast within chronological cohort,PCE,percentage point,FA presence,FA present,FA present - absent,bias,0.018943408468935607,-0.2767147527243922,0.345844000596289,False,685,1124,True
Presence contrast within chronological cohort,PCE,percentage point,FA presence,FA present,FA present - absent,RMSE,-0.17102552020628714,-0.39226782724912596,0.04386862238589775,False,685,1124,True
Presence contrast within chronological cohort,PCE,percentage point,FA presence,FA present,FA present - absent,R2,-0.09438699269082207,-0.17458435488386684,-0.006021566557402056,True,685,1124,True
Presence contrast within chronological cohort,PCE,percentage point,FA presence,FA present,FA present - absent,mean_feature_OOD_percentile,0.028275314901073267,0.002680946008250196,0.054610366595073095,True,685,1124,True
Presence contrast within chronological cohort,PCE,percentage point,FA presence,FA present,FA present - absent,high_feature_OOD_fraction,-0.0289514852288065,-0.056306012746461985,0.0016826321473482563,False,685,1124,True
Presence contrast within chronological cohort,PCE,percentage point,FA presence,FA present,FA present - absent,coverage_90,0.0073748382095218945,-0.012029128202421932,0.02745798695318967,False,685,1124,True
Presence contrast within chronological cohort,PCE,percentage point,FA presence,FA present,FA present - absent,interval_90_mean_width,-0.5936774703747609,-0.9185070253799428,-0.22707714757952982,True,685,1124,True
Presence contrast within chronological cohort,PCE,percentage point,MA presence,MA present,MA present - absent,MAE,0.17629912912070722,-0.05476748491113495,0.4166048877044551,False,1460,320,True
Presence contrast within chronological cohort,PCE,percentage point,MA presence,MA present,MA present - absent,bias,0.6021059607549917,0.20305487706099284,0.9759558569602506,True,1460,320,True
Presence contrast within chronological cohort,PCE,percentage point,MA presence,MA present,MA present - absent,RMSE,0.22452296559302232,-0.08803459408832826,0.5462366598950203,False,1460,320,True
Presence contrast within chronological cohort,PCE,percentage point,MA presence,MA present,MA present - absent,R2,-0.19617350835886094,-0.27819853285160717,-0.1081014434994021,True,1460,320,True
Presence contrast within chronological cohort,PCE,percentage point,MA presence,MA present,MA present - absent,mean_feature_OOD_percentile,-0.3053772187210563,-0.32578434061801376,-0.28470073570642035,True,1460,320,True
Presence contrast within chronological cohort,PCE,percentage point,MA presence,MA present,MA present - absent,high_feature_OOD_fraction,-0.3403396830901964,-0.3908235874444633,-0.28946638076509407,True,1460,320,True
Presence contrast within chronological cohort,PCE,percentage point,MA presence,MA present,MA present - absent,coverage_90,-0.03932654663505186,-0.06104083748658375,-0.016872033741557987,True,1460,320,True
Presence contrast within chronological cohort,PCE,percentage point,MA presence,MA present,MA present - absent,interval_90_mean_width,-0.7178957887060857,-1.2379156206393027,-0.18952344771740384,True,1460,320,True
Presence contrast within chronological cohort,PCE,percentage point,Cs presence,Cs present,Cs present - absent,MAE,-0.23874769950468977,-0.4162941937334028,-0.05359745297045823,True,587,1211,True
Presence contrast within chronological cohort,PCE,percentage point,Cs presence,Cs present,Cs present - absent,bias,-0.10025844983141297,-0.44310164290784626,0.20896482257175156,False,587,1211,True
Presence contrast within chronological cohort,PCE,percentage point,Cs presence,Cs present,Cs present - absent,RMSE,-0.25452822873084324,-0.48906548316950893,-0.025356481237772153,True,587,1211,True
Presence contrast within chronological cohort,PCE,percentage point,Cs presence,Cs present,Cs present - absent,R2,0.09379094484451789,0.010067156576869851,0.17365440107742952,True,587,1211,True
Presence contrast within chronological cohort,PCE,percentage point,Cs presence,Cs present,Cs present - absent,mean_feature_OOD_percentile,0.1041205014413511,0.07722148465179726,0.1317652386455422,True,587,1211,True
Presence contrast within chronological cohort,PCE,percentage point,Cs presence,Cs present,Cs present - absent,high_feature_OOD_fraction,0.11257115413879126,0.07725567746573572,0.14893584454231648,True,587,1211,True
Presence contrast within chronological cohort,PCE,percentage point,Cs presence,Cs present,Cs present - absent,coverage_90,0.0196401806651334,-0.0005936491095618557,0.03758593604034652,False,587,1211,True
Presence contrast within chronological cohort,PCE,percentage point,Cs presence,Cs present,Cs present - absent,interval_90_mean_width,-0.7178537702299703,-1.0875143387182753,-0.3680178045248879,True,587,1211,True
Presence contrast within chronological cohort,PCE,percentage point,Pb presence,Pb present,Pb present - absent,MAE,1.589614167651262,0.9251899543266008,2.0746927958015484,True,1680,55,True
Presence contrast within chronological cohort,PCE,percentage point,Pb presence,Pb present,Pb present - absent,bias,-0.19059985315930683,-0.7967252029098224,0.4997784648530371,False,1680,55,True
Presence contrast within chronological cohort,PCE,percentage point,Pb presence,Pb present,Pb present - absent,RMSE,1.2441795754215654,-0.06397155485988446,2.434871374272073,False,1680,55,True
Presence contrast within chronological cohort,PCE,percentage point,Pb presence,Pb present,Pb present - absent,R2,-0.2206995409443503,-0.330577092796961,-0.12654050649725468,True,1680,55,True
Presence contrast within chronological cohort,PCE,percentage point,Pb presence,Pb present,Pb present - absent,mean_feature_OOD_percentile,-0.3275300153850973,-0.3515045321334969,-0.3031136248508467,True,1680,55,True
Presence contrast within chronological cohort,PCE,percentage point,Pb presence,Pb present,Pb present - absent,high_feature_OOD_fraction,-0.5502398773268912,-0.6694194994596127,-0.4334834043195454,True,1680,55,True
Presence contrast within chronological cohort,PCE,percentage point,Pb presence,Pb present,Pb present - absent,coverage_90,-0.026929583944155455,-0.07828306094328837,0.03694885231301086,False,1680,55,True
Presence contrast within chronological cohort,PCE,percentage point,Pb presence,Pb present,Pb present - absent,interval_90_mean_width,4.64381575253271,3.8331829753231355,5.320209568561175,True,1680,55,True
Presence contrast within chronological cohort,PCE,percentage point,Sn presence,Sn present,Sn present - absent,MAE,-0.3425450303788149,-0.8594367562522343,0.17836674963757881,False,55,1685,True
Presence contrast within chronological cohort,PCE,percentage point,Sn presence,Sn present,Sn present - absent,bias,-0.6423380573243118,-1.3597985371330867,0.05831961682126787,False,55,1685,True
Presence contrast within chronological cohort,PCE,percentage point,Sn presence,Sn present,Sn present - absent,RMSE,-0.4117744716903422,-1.0857567558273886,0.21065445032027777,False,55,1685,True
Presence contrast within chronological cohort,PCE,percentage point,Sn presence,Sn present,Sn present - absent,R2,0.25667280473112,0.13362248313283223,0.3599377735653041,True,55,1685,True
Presence contrast within chronological cohort,PCE,percentage point,Sn presence,Sn present,Sn present - absent,mean_feature_OOD_percentile,0.2885808806752699,0.2630008447109568,0.3172019517144141,True,55,1685,True
Presence contrast within chronological cohort,PCE,percentage point,Sn presence,Sn present,Sn present - absent,high_feature_OOD_fraction,0.3146444539089814,0.19588348227609778,0.448154296121228,True,55,1685,True
Presence contrast within chronological cohort,PCE,percentage point,Sn presence,Sn present,Sn present - absent,coverage_90,-0.0020475215819548698,-0.06529290988809604,0.05258731306533822,False,55,1685,True
Presence contrast within chronological cohort,PCE,percentage point,Sn presence,Sn present,Sn present - absent,interval_90_mean_width,-1.2408962412669915,-2.2531672690040567,0.02970922764770871,False,55,1685,True
Chronological minus DOI-grouped on identical future records,Voc,V,A-site pattern,MA (no FA/Cs),chronological - DOI-grouped,MAE,0.0032605225983174946,0.0015870239668055095,0.004908975048157873,True,928,928,True
Chronological minus DOI-grouped on identical future records,Voc,V,A-site pattern,MA (no FA/Cs),chronological - DOI-grouped,bias,-0.0077357324750671926,-0.009722751185648274,-0.005918344420767055,True,928,928,True
Chronological minus DOI-grouped on identical future records,Voc,V,A-site pattern,MA (no FA/Cs),chronological - DOI-grouped,RMSE,0.0005526782163541855,-0.0018923704549961813,0.0031969558846740103,False,928,928,True
Chronological minus DOI-grouped on identical future records,Voc,V,A-site pattern,MA (no FA/Cs),chronological - DOI-grouped,R2,-0.006838663260869682,-0.03971225733452119,0.024412959645531418,False,928,928,True
Chronological minus DOI-grouped on identical future records,Voc,V,A-site pattern,MA (no FA/Cs),chronological - DOI-grouped,mean_feature_OOD_percentile,0.01813329941064934,0.010907098017057013,0.025231028254709447,True,928,928,True
Chronological minus DOI-grouped on identical future records,Voc,V,A-site pattern,MA (no FA/Cs),chronological - DOI-grouped,high_feature_OOD_fraction,0.03363830853054991,0.02168782136340278,0.04663314391797715,True,928,928,True
Chronological minus DOI-grouped on identical future records,Voc,V,A-site pattern,MA (no FA/Cs),chronological - DOI-grouped,coverage_90,-0.0044515705015324425,-0.016169026469442623,0.008320879644060036,False,928,928,True
Chronological minus DOI-grouped on identical future records,Voc,V,A-site pattern,MA (no FA/Cs),chronological - DOI-grouped,interval_90_mean_width,0.009357470337945595,0.004173445115260346,0.014771043515937159,True,928,928,True
Chronological minus DOI-grouped on identical future records,Voc,V,A-site pattern,FA (no MA/Cs),chronological - DOI-grouped,MAE,0.0036537016273381073,-0.004276409821236805,0.01168585027699215,False,62,62,True
Chronological minus DOI-grouped on identical future records,Voc,V,A-site pattern,FA (no MA/Cs),chronological - DOI-grouped,bias,-0.01836343985557752,-0.026742617278176322,-0.010803532389295016,True,62,62,True
Chronological minus DOI-grouped on identical future records,Voc,V,A-site pattern,FA (no MA/Cs),chronological - DOI-grouped,RMSE,0.001273322902591273,-0.006187471501626406,0.008442964863647194,False,62,62,True
Chronological minus DOI-grouped on identical future records,Voc,V,A-site pattern,FA (no MA/Cs),chronological - DOI-grouped,R2,-0.004618092950191999,-0.03154677474258415,0.0233747642962209,False,62,62,True
Chronological minus DOI-grouped on identical future records,Voc,V,A-site pattern,FA (no MA/Cs),chronological - DOI-grouped,mean_feature_OOD_percentile,0.025548131172159816,0.001042197462254499,0.050773283838473064,True,62,62,True
Chronological minus DOI-grouped on identical future records,Voc,V,A-site pattern,FA (no MA/Cs),chronological - DOI-grouped,high_feature_OOD_fraction,0.021505376344086002,-0.031463399656104174,0.07830988455988448,False,62,62,True
Chronological minus DOI-grouped on identical future records,Voc,V,A-site pattern,FA (no MA/Cs),chronological - DOI-grouped,coverage_90,-0.006207233626588482,-0.059450183654729066,0.04890168899602862,False,62,62,True
Chronological minus DOI-grouped on identical future records,Voc,V,A-site pattern,FA (no MA/Cs),chronological - DOI-grouped,interval_90_mean_width,0.02057309596775997,0.0011880819986680364,0.039190700489052106,True,62,62,True
Chronological minus DOI-grouped on identical future records,Voc,V,A-site pattern,Cs (no FA/MA),chronological - DOI-grouped,MAE,0.03536633800315776,0.025145937286444552,0.045826194518831805,True,174,174,True
